Playoffs	Round	Weight Class	Fight Number	Team Name 1	First Name 1	Last Name 1	Score 1	Subscore 1	Ippon 1	Wazaari 1	Yuko 1	Koka 1	Shido 1	HSM 1	Team Name 2	First Name 2	Last Name 2	Score 2	Subscore 2	Ippon 2	Wazaari 2	Yuko 2	Koka 2	Shido 2	HSM 2	Source	Points 1	Points 2
G	2	-100 kg	12	Sanjindo Tigers	Fabian	Moosbrugger	1	10	1	0	0	0	0	0	SV Gallneukirchen	Marco	Inreiter	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Sanjindo Tigers	Stefan	Wilfling	0	0	0	0	0	0	0	0	SV Gallneukirchen	Martin	Nagler	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	UNION Hartkirchen	Philipp	Lindinger	1	7	0	1	0	0	2	0	Sanjindo Tigers	Michael	Grünauer	0	0	0	0	2	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	UNION Hartkirchen	Florian	Doppelhammer	1	10	0	2	1	0	1	0	Sanjindo Tigers	Pascal	Auer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	UNION Hartkirchen	Daniel	Hoffmann	1	10	1	0	0	0	0	0	Sanjindo Tigers	Herbert	Wicker	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	UNION Hartkirchen	Johannes	Kastinger	1	10	1	0	1	0	0	0	Sanjindo Tigers	Stefan	Gruber	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	UNION Hartkirchen	Alexander	Willnauer	1	5	0	0	1	0	0	0	Sanjindo Tigers	Anton	Wicker	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	UNION Hartkirchen	Florian	Roitner	1	5	0	0	1	0	2	0	Sanjindo Tigers	Fabian	Moosbrugger	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	UNION Hartkirchen	Philipp	Weissenbacher	0	0	0	0	0	0	3	0	Sanjindo Tigers	Hannes	Wartbichler	1	10	1	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	UNION Hartkirchen	Philipp	Lindinger	0	0	0	0	0	0	2	0	Sanjindo Tigers	Michael	Grünauer	1	10	1	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	UNION Hartkirchen	Florian	Doppelhammer	1	10	0	2	0	0	0	0	Sanjindo Tigers	Pascal	Auer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	UNION Hartkirchen	Daniel	Hoffmann	1	10	1	0	3	0	1	0	Sanjindo Tigers	Herbert	Wicker	0	0	0	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	UNION Hartkirchen	Florian	Gratzer	1	10	0	2	0	0	0	0	Sanjindo Tigers	Lukas	Deutschmann	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	UNION Hartkirchen	Alexander	Willnauer	1	10	1	0	0	0	0	0	Sanjindo Tigers	Anton	Wicker	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	UNION Hartkirchen	Florian	Roitner	1	10	0	2	0	0	1	0	Sanjindo Tigers	Fabian	Moosbrugger	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	UNION Hartkirchen	Philipp	Weissenbacher	1	10	1	0	0	0	0	0	Sanjindo Tigers	Hannes	Wartbichler	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	UNION Hartkirchen	Philipp	Lindinger	0	0	0	0	1	0	0	0	UJZ Mühlviertel 2	Valentin	Eder	1	10	1	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	UNION Hartkirchen	Florian	Doppelhammer	1	10	1	0	0	0	0	0	UJZ Mühlviertel 2	Mario	Wiesinger	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	UNION Hartkirchen	Andreas	Scheiterbauer	0	0	0	0	0	0	0	0	UJZ Mühlviertel 2	Christoph	Hofer	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	UNION Hartkirchen	Daniel	Hoffmann	1	10	1	0	0	0	0	0	UJZ Mühlviertel 2	Simon	Hofer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	UNION Hartkirchen	Florian	Roitner	1	10	1	0	0	0	0	0	UJZ Mühlviertel 2	Markus	Hintringer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	UNION Hartkirchen	Martin	Doppelhammer	0	0	0	0	0	0	0	0	UJZ Mühlviertel 2	Peter	Pfistermüller	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	UNION Hartkirchen	Philipp	Weissenbacher	1	10	1	0	0	0	0	0	UJZ Mühlviertel 2	Thomas	Groiß	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	UNION Hartkirchen	Julian	Jäger	0	0	0	0	0	0	0	0	UJZ Mühlviertel 2	Valentin	Eder	1	10	0	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	UNION Hartkirchen	Florian	Doppelhammer	1	10	1	0	0	0	0	0	UJZ Mühlviertel 2	Mario	Wiesinger	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	UNION Hartkirchen	Patrick	Häuserer	0	0	0	0	0	0	0	0	UJZ Mühlviertel 2	Martin	Reiter	1	10	1	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	UNION Hartkirchen	Daniel	Hoffmann	0	0	0	0	0	0	3	1	UJZ Mühlviertel 2	Simon	Hofer	1	10	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	UNION Hartkirchen	Florian	Roitner	1	10	1	1	0	0	0	0	UJZ Mühlviertel 2	Markus	Hintringer	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	UNION Hartkirchen	Martin	Doppelhammer	0	0	0	0	0	0	0	0	UJZ Mühlviertel 2	Peter	Pfistermüller	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	UNION Hartkirchen	Philipp	Weissenbacher	1	10	1	0	0	0	0	0	UJZ Mühlviertel 2	Thomas	Groiß	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	UNION Hartkirchen	Julian	Jäger	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Matthias-Clemens	Gärtner	1	10	1	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	UNION Hartkirchen	Florian	Doppelhammer	1	10	0	2	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Philip	Weber	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	UNION Hartkirchen	Andreas	Scheiterbauer	0	0	0	0	0	0	2	0	Judoteam SHIAI-DO Union Thermenregion	Martin	Wess	1	10	1	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	UNION Hartkirchen	Florian	Gratzer	0	0	0	0	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Mayer	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	UNION Hartkirchen	Johannes	Kastinger	1	10	0	2	2	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Philipp	Dietschy	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	UNION Hartkirchen	Mathias	Willnauer	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Valentin	Radu	1	10	1	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	UNION Hartkirchen	Daniel	Hoffmann	0	0	0	1	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Jirik	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	UNION Hartkirchen	Julian	Jäger	0	0	0	0	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Matthias-Clemens	Gärtner	1	10	0	2	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	UNION Hartkirchen	Florian	Doppelhammer	1	10	1	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Philip	Weber	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	UNION Hartkirchen	Michael	Weiß	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Martin	Wess	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	UNION Hartkirchen	Johannes	Kastinger	1	10	0	0	1	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Mayer	0	0	0	1	0	0	3	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	UNION Hartkirchen	Florian	Gratzer	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Jirik	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	UNION Hartkirchen	Mathias	Willnauer	1	10	0	2	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Konrad	Sacherer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	UNION Hartkirchen	Daniel	Hoffmann	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Valentin	Radu	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	JC Wimpassing/Lassee	Martin	Morgenbesser	0	0	0	0	0	0	3	0	Volksbank Galaxy Judo Tigers	Yanislav	Gerchev	1	5	0	0	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	JC Wimpassing/Lassee	Lukas	Reiter	0	0	0	0	0	0	1	0	Volksbank Galaxy Judo Tigers	Martin	Setz	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	JC Wimpassing/Lassee	Michael	Zeltner	0	0	0	0	0	0	3	0	Volksbank Galaxy Judo Tigers	Christopher	Wagner	1	1	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	JC Wimpassing/Lassee	Florian	Wallner	0	0	0	0	1	0	2	0	Volksbank Galaxy Judo Tigers	Maximilian	Schneider	1	7	0	1	2	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	JC Wimpassing/Lassee	David	Klammert	1	10	0	2	1	0	0	0	Volksbank Galaxy Judo Tigers	Johannes	Pacher	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	JC Wimpassing/Lassee	Zlatko	Kumric	0	0	0	0	0	0	1	0	Volksbank Galaxy Judo Tigers	Julian	Reichstein	1	7	0	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	JC Wimpassing/Lassee	Andreas	Mruk	0	0	0	0	0	0	0	0	Volksbank Galaxy Judo Tigers	Gabor	Geier	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	JC Wimpassing/Lassee	Martin	Morgenbesser	0	0	0	0	0	0	0	0	Volksbank Galaxy Judo Tigers	Yanislav	Gerchev	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	JC Wimpassing/Lassee	Lukas	Reiter	1	10	1	0	0	0	0	0	Volksbank Galaxy Judo Tigers	Martin	Setz	0	0	0	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	JC Wimpassing/Lassee	Andreas	Wenisch	0	0	0	0	0	0	2	0	Volksbank Galaxy Judo Tigers	Alexander	Weichinger	1	5	0	0	3	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	JC Wimpassing/Lassee	Patrick	Ganselmayer	1	10	1	0	0	0	0	0	Volksbank Galaxy Judo Tigers	Maximilian	Schneider	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	JC Wimpassing/Lassee	David	Klammert	1	10	1	0	0	0	0	0	Volksbank Galaxy Judo Tigers	Johannes	Pacher	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	JC Wimpassing/Lassee	Zlatko	Kumric	1	10	1	0	0	0	0	0	Volksbank Galaxy Judo Tigers	Julian	Reichstein	0	0	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	JC Wimpassing/Lassee	Andreas	Mruk	0	0	0	0	0	0	0	0	Volksbank Galaxy Judo Tigers	Gabor	Geier	1	10	1	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	JC Wimpassing/Lassee	Martin	Morgenbesser	1	10	1	0	0	0	2	0	UJZ Mühlviertel 1	Reinhold	Pühringer	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	JC Wimpassing/Lassee	Lukas	Reiter	1	10	1	0	0	0	1	0	UJZ Mühlviertel 1	Tobias	Weixelbaumer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	JC Wimpassing/Lassee	Andreas	Wenisch	0	0	0	0	0	0	2	0	UJZ Mühlviertel 1	Georg	Reiter	1	10	1	1	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	JC Wimpassing/Lassee	Patrick	Ganselmayer	1	10	0	1	0	0	1	0	UJZ Mühlviertel 1	Driton	Shala	0	0	0	0	1	0	3	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	JC Wimpassing/Lassee	Florian	Wallner	1	10	1	0	0	0	1	0	UJZ Mühlviertel 1	Rainer	Binder	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	JC Wimpassing/Lassee	Andreas	Mruk	0	0	0	0	0	0	0	0	UJZ Mühlviertel 1	Thomas	Groiß	1	10	0	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	JC Wimpassing/Lassee	David	Klammert	1	10	1	0	0	0	0	0	UJZ Mühlviertel 1	Peter	Pfistermüller	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	JC Wimpassing/Lassee	Martin	Morgenbesser	1	7	0	1	0	0	3	0	UJZ Mühlviertel 1	Ramzan	Isaev	0	0	0	0	2	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	JC Wimpassing/Lassee	Lukas	Reiter	1	10	1	0	0	0	0	0	UJZ Mühlviertel 1	Tobias	Weixelbaumer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	JC Wimpassing/Lassee	Michael	Zeltner	0	0	0	0	0	0	0	0	UJZ Mühlviertel 1	Georg	Reiter	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	JC Wimpassing/Lassee	Johann	Schmid	0	0	0	0	0	0	1	0	UJZ Mühlviertel 1	Driton	Shala	1	10	1	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	JC Wimpassing/Lassee	Florian	Wallner	1	10	0	2	0	0	0	0	UJZ Mühlviertel 1	Rainer	Binder	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	JC Wimpassing/Lassee	Bernhard	Alber	1	10	0	2	0	0	0	0	UJZ Mühlviertel 1	Peter	Pfistermüller	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	JC Wimpassing/Lassee	David	Klammert	0	0	0	0	0	0	0	0	UJZ Mühlviertel 1	Thomas	Groiß	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	JC Wimpassing/Lassee	Stefan	Moser	0	0	0	0	0	0	0	0	cafe+co Vienna Samurai	Philip	Graf	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	JC Wimpassing/Lassee	Lukas	Reiter	1	1	0	0	0	0	1	0	cafe+co Vienna Samurai	Peter	Degen	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	JC Wimpassing/Lassee	Michael	Zeltner	1	10	1	0	1	0	1	0	cafe+co Vienna Samurai	Bernhard	Weißsteiner	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	JC Wimpassing/Lassee	Patrick	Ganselmayer	0	0	0	0	0	0	2	0	cafe+co Vienna Samurai	Marko	Bubanja	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	JC Wimpassing/Lassee	Bernhard	Alber	1	5	0	0	2	0	1	0	cafe+co Vienna Samurai	Christoph	Radlherr	0	0	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	JC Wimpassing/Lassee	Florian	Wallner	1	10	0	2	0	0	0	0	cafe+co Vienna Samurai	Gabriel	Lukanovic	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	JC Wimpassing/Lassee	Zlatko	Kumric	1	10	1	1	1	0	1	0	cafe+co Vienna Samurai	Clemens	Prentner	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	JC Wimpassing/Lassee	Stefan	Moser	0	0	0	0	0	0	0	0	cafe+co Vienna Samurai	Philip	Graf	1	10	1	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	JC Wimpassing/Lassee	Lukas	Reiter	1	10	1	1	0	0	1	0	cafe+co Vienna Samurai	Peter	Degen	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	JC Wimpassing/Lassee	Andreas	Wenisch	1	10	1	0	2	0	0	0	cafe+co Vienna Samurai	Bernhard	Weißsteiner	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	JC Wimpassing/Lassee	Johann	Schmid	0	0	0	0	0	0	1	0	cafe+co Vienna Samurai	Marko	Bubanja	1	10	1	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	JC Wimpassing/Lassee	Florian	Wallner	0	0	0	1	0	0	1	0	cafe+co Vienna Samurai	Christoph	Radlherr	1	10	0	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	JC Wimpassing/Lassee	Bernhard	Alber	1	10	0	0	0	0	1	0	cafe+co Vienna Samurai	Gabriel	Lukanovic	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	JC Wimpassing/Lassee	Zlatko	Kumric	1	10	0	0	0	0	1	0	cafe+co Vienna Samurai	Clemens	Prentner	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	JC Wimpassing/Lassee	Martin	Morgenbesser	0	0	0	0	0	0	0	0	Multikraft Wels	Kimran	Borchashvili	1	5	0	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	JC Wimpassing/Lassee	Lukas	Reiter	1	10	1	0	0	0	0	0	Multikraft Wels	Hans-Peter	Fellner	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	JC Wimpassing/Lassee	Michael	Zeltner	0	0	0	0	0	0	0	0	Multikraft Wels	Shamil	Borchashvili	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	JC Wimpassing/Lassee	Patrick	Ganselmayer	1	7	0	1	0	0	1	0	Multikraft Wels	Dominik	Stegmayer	0	0	0	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	JC Wimpassing/Lassee	David	Klammert	0	0	0	0	0	0	1	0	Multikraft Wels	Krisztian	Toth	1	1	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	JC Wimpassing/Lassee	Florian	Wallner	0	0	0	0	0	0	0	0	Multikraft Wels	Miklos	Cirjenic	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	JC Wimpassing/Lassee	Ilie	Natea	1	10	1	0	1	0	0	0	Multikraft Wels	Stefan	Riegler	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
